user_id,home_location,preferred_payment_type,average_transaction_amount,transaction_amount_std_dev,favorite_merchants,active_start_hour,active_end_hour,known_devices,travel_frequency,risk_tolerance
U00428,Chennai,NetBanking,3608.86,1848.47,Netflix|BookMyShow|MakeMyTrip|PhonePe|Ola,10,21,D00428-A|D00428-B,0.12,Medium
U00429,Mumbai,Card,2651.27,718.66,Zomato|Myntra|Starbucks|Hotstar|Groww,7,19,D00429-A|D00429-B,0.24,Low
U00430,Mumbai,NetBanking,4405.75,2128.6,Netflix|Spotify|BookMyShow|Paytm|Swiggy,9,23,D00430-A|D00430-B,0.07,Medium
U00431,Mumbai,NetBanking,3493.51,1465.04,Paytm|Starbucks|McDonalds|IRCTC|Myntra,7,23,D00431-A|D00431-B,0.15,High
U00432,Pune,Wallet,646.1,307.68,Paytm|Starbucks|IRCTC|Ola|Flipkart,9,19,D00432-A|D00432-B,0.02,Low
U00433,Chennai,Wallet,2075.11,834.25,MakeMyTrip|Paytm|BigBasket|Uber|Swiggy,7,21,D00433-A|D00433-B,0.13,Medium
U00434,Bangalore,Wallet,480.58,159.09,Hotstar|Starbucks|Flipkart|Groww|Swiggy,9,19,D00434-A|D00434-B,0.21,Medium
U00435,Delhi,UPI,2252.23,1111.83,Swiggy|IRCTC|Zerodha|Zomato|BigBasket,8,21,D00435-A|D00435-B,0.1,Low
U00436,Bangalore,NetBanking,1733.99,1041.62,Myntra|Paytm|BookMyShow|Spotify|IRCTC,9,21,D00436-A|D00436-B,0.08,Low
U00437,Delhi,Wallet,1267.2,800.55,Flipkart|Ola|Zomato|Netflix|Groww,11,20,D00437-A|D00437-B,0.21,High
U00438,Ahmedabad,Card,4536.54,1042.59,Hotstar|Spotify|Flipkart|Swiggy|Groww,10,23,D00438-A|D00438-B,0.2,Low
U00439,Kolkata,UPI,1889.9,888.39,Starbucks|Spotify|Paytm|Myntra|Flipkart,10,22,D00439-A|D00439-B,0.12,High
U00440,Delhi,UPI,2370.01,705.13,MakeMyTrip|Zerodha|Swiggy|Spotify|BigBasket,8,22,D00440-A|D00440-B,0.12,Low
U00441,Mumbai,NetBanking,412.48,133.1,Hotstar|Paytm|McDonalds|Uber|Netflix,6,19,D00441-A|D00441-B,0.22,High
U00442,Bangalore,UPI,552.51,114.8,Groww|Ola|Uber|PhonePe|Flipkart,10,19,D00442-A|D00442-B,0.07,Low
U00443,Hyderabad,Wallet,2136.6,1051.69,Amazon|Ola|BookMyShow|Swiggy|PhonePe,7,20,D00443-A|D00443-B,0.05,Medium
U00444,Chennai,Card,2974.33,953.6,Hotstar|BigBasket|Amazon|Zomato|BookMyShow,9,19,D00444-A|D00444-B,0.23,Medium
U00445,Pune,UPI,3145.89,1135.9,Paytm|Netflix|BigBasket|Hotstar|Ola,8,21,D00445-A|D00445-B,0.15,Medium
U00446,Hyderabad,NetBanking,2571.64,921.11,McDonalds|Amazon|Groww|Flipkart|BookMyShow,11,20,D00446-A|D00446-B,0.17,High
U00447,Delhi,Card,1762.36,623.97,Swiggy|Paytm|Netflix|Flipkart|BigBasket,9,19,D00447-A|D00447-B,0.04,Medium
U00448,Pune,NetBanking,4272.87,1923.17,Zomato|Spotify|PhonePe|Uber|Swiggy,10,19,D00448-A|D00448-B,0.12,High
U00449,Delhi,Card,2286.68,858.66,MakeMyTrip|Paytm|Groww|Hotstar|BigBasket,11,22,D00449-A|D00449-B,0.08,Medium
U00450,Mumbai,Wallet,3116.79,2141.75,Starbucks|Netflix|Zomato|Zerodha|Myntra,9,23,D00450-A|D00450-B,0.04,Low
U00451,Mumbai,NetBanking,1050.45,658.21,PhonePe|Paytm|Hotstar|Netflix|Zerodha,10,23,D00451-A|D00451-B,0.13,Low
U00452,Delhi,NetBanking,589.41,386.69,BigBasket|Zomato|Flipkart|Paytm|MakeMyTrip,10,22,D00452-A|D00452-B,0.19,Medium
U00453,Pune,NetBanking,1424.76,624.77,Groww|PhonePe|McDonalds|Starbucks|Zerodha,8,21,D00453-A|D00453-B,0.15,Medium
U00454,Ahmedabad,NetBanking,3797.77,2180.11,Amazon|BigBasket|Hotstar|BookMyShow|Swiggy,7,22,D00454-A|D00454-B,0.11,High
U00455,Mumbai,Card,1525.84,898.53,Spotify|Hotstar|PhonePe|MakeMyTrip|Swiggy,8,23,D00455-A|D00455-B,0.08,High
U00456,Pune,UPI,360.29,200.67,IRCTC|Flipkart|Starbucks|Paytm|MakeMyTrip,9,23,D00456-A|D00456-B,0.18,Medium
U00457,Pune,UPI,2956.22,1882.62,BigBasket|MakeMyTrip|Zerodha|Amazon|IRCTC,8,22,D00457-A|D00457-B,0.11,High
U00458,Delhi,NetBanking,655.9,246.16,McDonalds|Paytm|Spotify|Myntra|Ola,11,20,D00458-A|D00458-B,0.22,Medium
U00459,Kolkata,Card,3351.31,1390.61,IRCTC|Starbucks|PhonePe|Paytm|Zomato,7,22,D00459-A|D00459-B,0.21,Low
U00460,Hyderabad,NetBanking,2610.31,1231.16,BigBasket|BookMyShow|Zerodha|Swiggy|Spotify,7,21,D00460-A|D00460-B,0.23,Medium
U00461,Ahmedabad,Wallet,4635.99,1654.51,IRCTC|Starbucks|Netflix|McDonalds|Groww,7,21,D00461-A|D00461-B,0.09,High
U00462,Delhi,UPI,2288.51,594.52,Uber|Flipkart|Netflix|Starbucks|Hotstar,7,21,D00462-A|D00462-B,0.24,Medium
U00463,Chennai,Card,2525.95,743.91,Amazon|Zerodha|Uber|Hotstar|IRCTC,8,22,D00463-A|D00463-B,0.04,High
U00464,Pune,Card,324.64,220.02,Zomato|BookMyShow|Myntra|IRCTC|Swiggy,9,20,D00464-A|D00464-B,0.21,Low
U00465,Hyderabad,Card,1221.59,653.84,Hotstar|PhonePe|Ola|MakeMyTrip|Amazon,11,19,D00465-A|D00465-B,0.02,High
U00466,Bangalore,Card,3563.05,844.23,Ola|Swiggy|IRCTC|Uber|Netflix,9,22,D00466-A|D00466-B,0.03,Medium
U00467,Hyderabad,UPI,344.28,142.28,Uber|BigBasket|Zerodha|Netflix|PhonePe,6,20,D00467-A|D00467-B,0.09,High
U00468,Bangalore,Card,4904.64,2246.27,Paytm|MakeMyTrip|Swiggy|IRCTC|Starbucks,8,22,D00468-A|D00468-B,0.24,Medium
U00469,Chennai,Wallet,4737.47,3038.17,Hotstar|Myntra|IRCTC|McDonalds|Swiggy,8,21,D00469-A|D00469-B,0.07,High
U00470,Kolkata,Card,795.69,500.82,Zerodha|Ola|Uber|Hotstar|Netflix,9,21,D00470-A|D00470-B,0.15,Low
U00471,Pune,Wallet,2225.53,548.25,Swiggy|Zomato|Flipkart|Paytm|IRCTC,9,19,D00471-A|D00471-B,0.25,Medium
U00472,Delhi,NetBanking,576.95,365.73,McDonalds|Paytm|Flipkart|Ola|MakeMyTrip,10,20,D00472-A|D00472-B,0.13,Low
U00473,Pune,NetBanking,2577.6,1137.01,Zomato|Hotstar|IRCTC|Paytm|Uber,11,23,D00473-A|D00473-B,0.07,Low
U00474,Pune,Card,4090.27,2512.86,McDonalds|BigBasket|Starbucks|Amazon|Groww,11,22,D00474-A|D00474-B,0.11,High
U00475,Chennai,UPI,2599.65,1581.08,Ola|Paytm|PhonePe|Spotify|McDonalds,11,23,D00475-A|D00475-B,0.09,Medium
U00476,Bangalore,NetBanking,4854.07,1776.49,Hotstar|Ola|Myntra|MakeMyTrip|McDonalds,11,19,D00476-A|D00476-B,0.15,Low
U00477,Mumbai,UPI,1226.11,591.81,Flipkart|Amazon|Groww|Zerodha|Ola,8,20,D00477-A|D00477-B,0.15,High
U00478,Hyderabad,Wallet,4154.21,1479.03,Uber|Zerodha|BookMyShow|Ola|Swiggy,11,19,D00478-A|D00478-B,0.08,Low
U00479,Ahmedabad,NetBanking,3987.15,2561.15,Zerodha|Spotify|Flipkart|Starbucks|Swiggy,8,22,D00479-A|D00479-B,0.02,Low
U00480,Hyderabad,NetBanking,1953.9,604.45,Hotstar|Paytm|Swiggy|Spotify|Uber,6,19,D00480-A|D00480-B,0.09,Low
U00481,Kolkata,NetBanking,2602.17,1418.73,Groww|Flipkart|IRCTC|Hotstar|Myntra,10,22,D00481-A|D00481-B,0.23,Medium
U00482,Mumbai,Wallet,1838.25,1068.16,IRCTC|Zerodha|Ola|Uber|Zomato,9,19,D00482-A|D00482-B,0.05,Low
U00483,Hyderabad,Card,4649.98,3247.27,Starbucks|Uber|Zerodha|Amazon|Myntra,6,23,D00483-A|D00483-B,0.15,Low
U00484,Delhi,Wallet,3927.66,1301.7,Zomato|Uber|PhonePe|Flipkart|IRCTC,11,20,D00484-A|D00484-B,0.15,Medium
U00485,Bangalore,NetBanking,4647.12,1745.78,BookMyShow|Paytm|Hotstar|Flipkart|Groww,7,21,D00485-A|D00485-B,0.17,Medium
U00486,Kolkata,NetBanking,4948.92,2320.97,Zomato|Netflix|Swiggy|Starbucks|Uber,9,23,D00486-A|D00486-B,0.05,Medium
U00487,Delhi,Wallet,641.8,172.33,Groww|Amazon|Uber|Netflix|Myntra,10,22,D00487-A|D00487-B,0.12,High
U00488,Ahmedabad,Card,4507.19,1043.61,BookMyShow|Zerodha|MakeMyTrip|Netflix|IRCTC,11,23,D00488-A|D00488-B,0.06,Low
U00489,Chennai,Wallet,2761.63,847.1,Paytm|Ola|Uber|Flipkart|PhonePe,10,23,D00489-A|D00489-B,0.08,Low
U00490,Kolkata,NetBanking,3689.89,2364.89,BigBasket|BookMyShow|Ola|Zerodha|Hotstar,9,23,D00490-A|D00490-B,0.04,High
U00491,Delhi,Wallet,4411.07,1168.42,IRCTC|Starbucks|Hotstar|Paytm|Uber,9,23,D00491-A|D00491-B,0.14,High
U00492,Bangalore,Wallet,3330.33,688.25,Netflix|PhonePe|BigBasket|Ola|Zomato,10,22,D00492-A|D00492-B,0.07,Low
U00493,Bangalore,UPI,2509.67,1324.48,PhonePe|Swiggy|Ola|Uber|Paytm,11,22,D00493-A|D00493-B,0.17,High
U00494,Chennai,NetBanking,356.8,212.47,Amazon|Swiggy|BookMyShow|Hotstar|Ola,10,21,D00494-A|D00494-B,0.06,High
U00495,Delhi,Wallet,2477.39,1117.16,Uber|Myntra|Starbucks|Flipkart|Spotify,8,23,D00495-A|D00495-B,0.13,Low
U00496,Chennai,UPI,4283.51,1145.86,PhonePe|McDonalds|Myntra|Netflix|Groww,9,23,D00496-A|D00496-B,0.19,Low
U00497,Chennai,Card,4574.54,2991.95,PhonePe|Swiggy|BigBasket|MakeMyTrip|Flipkart,11,20,D00497-A|D00497-B,0.07,Low
U00498,Pune,Card,3952.78,1890.43,Amazon|BookMyShow|McDonalds|Netflix|PhonePe,11,19,D00498-A|D00498-B,0.1,Medium
U00499,Ahmedabad,UPI,2036.97,659.35,McDonalds|Myntra|PhonePe|IRCTC|BigBasket,6,19,D00499-A|D00499-B,0.12,High
U00500,Bangalore,UPI,518.41,319.56,Myntra|Swiggy|MakeMyTrip|Starbucks|PhonePe,7,22,D00500-A|D00500-B,0.22,High
U00501,Bangalore,Card,903.99,374.97,Spotify|Zomato|Flipkart|Ola|Hotstar,8,19,D00501-A|D00501-B,0.1,Low
U00502,Hyderabad,UPI,1077.47,727.12,BookMyShow|Ola|Myntra|Swiggy|BigBasket,10,21,D00502-A|D00502-B,0.13,Low
U00503,Mumbai,UPI,4674.34,1647.85,Paytm|Netflix|Amazon|PhonePe|Uber,11,23,D00503-A|D00503-B,0.12,High
U00504,Hyderabad,UPI,1844.74,534.28,BookMyShow|Groww|Spotify|IRCTC|Swiggy,8,19,D00504-A|D00504-B,0.22,High
U00505,Mumbai,Card,3939.32,1287.45,Ola|McDonalds|MakeMyTrip|Paytm|BookMyShow,11,22,D00505-A|D00505-B,0.05,High
U00506,Ahmedabad,Wallet,1355.43,341.29,Zomato|Amazon|McDonalds|Groww|BookMyShow,10,20,D00506-A|D00506-B,0.23,Low
U00507,Delhi,NetBanking,2152.1,1276.13,Starbucks|Uber|Ola|Flipkart|Hotstar,9,22,D00507-A|D00507-B,0.02,High
U00508,Ahmedabad,Wallet,794.93,360.23,MakeMyTrip|Myntra|McDonalds|Flipkart|Groww,9,22,D00508-A|D00508-B,0.06,Low
U00509,Hyderabad,Wallet,3138.24,1179.42,Uber|Groww|BookMyShow|Amazon|Flipkart,8,23,D00509-A|D00509-B,0.15,High
U00510,Delhi,Wallet,1973.95,1166.93,Groww|Zerodha|Myntra|Swiggy|BookMyShow,6,20,D00510-A|D00510-B,0.09,Medium
U00511,Ahmedabad,Card,394.85,234.83,Uber|Zomato|McDonalds|Hotstar|BookMyShow,11,19,D00511-A|D00511-B,0.08,Medium
U00512,Hyderabad,UPI,2965.86,1603.96,Swiggy|Netflix|Hotstar|PhonePe|Zomato,8,23,D00512-A|D00512-B,0.1,Low
U00513,Pune,NetBanking,4513.98,1326.81,Flipkart|Uber|Groww|Ola|BigBasket,11,23,D00513-A|D00513-B,0.14,High
U00514,Hyderabad,Card,1074.36,264.11,BigBasket|Amazon|Myntra|Netflix|Uber,7,23,D00514-A|D00514-B,0.16,Medium
U00515,Mumbai,UPI,3434.08,808.35,Ola|Groww|Spotify|Uber|PhonePe,9,23,D00515-A|D00515-B,0.15,Medium
U00516,Mumbai,Card,2641.31,1359.58,BigBasket|Starbucks|Groww|PhonePe|Netflix,10,22,D00516-A|D00516-B,0.15,High
U00517,Mumbai,NetBanking,3078.92,772.1,Zerodha|Groww|Spotify|IRCTC|BigBasket,8,20,D00517-A|D00517-B,0.02,Low
U00518,Kolkata,Wallet,2447.72,1150.67,Zomato|Hotstar|Ola|Starbucks|Groww,11,20,D00518-A|D00518-B,0.05,Low
U00519,Hyderabad,Card,3596.15,2072.38,BigBasket|MakeMyTrip|Ola|Flipkart|Zomato,9,20,D00519-A|D00519-B,0.08,Low
U00520,Kolkata,NetBanking,2467.22,813.17,IRCTC|BookMyShow|Zomato|PhonePe|Paytm,9,22,D00520-A|D00520-B,0.2,High
U00521,Bangalore,NetBanking,1936.45,525.23,Zomato|Netflix|IRCTC|Ola|Spotify,7,23,D00521-A|D00521-B,0.08,High
U00522,Kolkata,Wallet,1878.16,841.33,Ola|Zerodha|BookMyShow|MakeMyTrip|Paytm,6,21,D00522-A|D00522-B,0.16,Medium
U00523,Mumbai,Wallet,1879.34,648.52,Paytm|McDonalds|Hotstar|Spotify|Amazon,7,23,D00523-A|D00523-B,0.18,High
U00524,Ahmedabad,Card,2595.5,1312.85,Swiggy|Paytm|McDonalds|Hotstar|Amazon,10,20,D00524-A|D00524-B,0.15,Medium
U00525,Bangalore,Wallet,3735.57,2128.02,Swiggy|PhonePe|BookMyShow|Amazon|Flipkart,10,20,D00525-A|D00525-B,0.2,Low
U00526,Chennai,NetBanking,1768.69,497.52,IRCTC|Amazon|Netflix|McDonalds|Ola,11,21,D00526-A|D00526-B,0.09,Medium
U00527,Bangalore,UPI,862.84,415.44,Uber|Swiggy|Amazon|Flipkart|Zerodha,11,23,D00527-A|D00527-B,0.17,High
U00528,Ahmedabad,Wallet,2952.6,1544.58,Paytm|MakeMyTrip|Ola|McDonalds|Groww,10,21,D00528-A|D00528-B,0.07,Low
U00529,Kolkata,NetBanking,4584.46,2378.79,Flipkart|McDonalds|Paytm|Groww|IRCTC,8,22,D00529-A|D00529-B,0.13,Low
U00530,Bangalore,Wallet,875.8,480.53,Netflix|Amazon|Groww|Starbucks|Myntra,7,23,D00530-A|D00530-B,0.11,Low
U00531,Bangalore,UPI,4321.2,1134.37,Ola|Netflix|PhonePe|Myntra|Starbucks,11,20,D00531-A|D00531-B,0.08,Low
U00532,Hyderabad,NetBanking,4004.78,2761.04,Paytm|Myntra|BookMyShow|Spotify|Zomato,10,20,D00532-A|D00532-B,0.16,Low
U00533,Ahmedabad,NetBanking,4978.55,3360.0,MakeMyTrip|PhonePe|Netflix|Myntra|Paytm,11,23,D00533-A|D00533-B,0.17,Low
U00534,Hyderabad,Wallet,1275.56,284.94,Zomato|Hotstar|Starbucks|McDonalds|IRCTC,10,21,D00534-A|D00534-B,0.04,Medium
U00535,Bangalore,Wallet,2387.03,1293.55,Paytm|Zomato|Amazon|Swiggy|Uber,8,21,D00535-A|D00535-B,0.07,Medium
U00536,Kolkata,NetBanking,1908.06,462.02,Paytm|MakeMyTrip|Starbucks|McDonalds|BookMyShow,9,22,D00536-A|D00536-B,0.18,Medium
U00537,Ahmedabad,Wallet,1699.71,1029.17,Spotify|McDonalds|Uber|Flipkart|BigBasket,11,22,D00537-A|D00537-B,0.21,High
U00538,Bangalore,NetBanking,2974.73,1656.46,Swiggy|IRCTC|BigBasket|Paytm|Starbucks,8,22,D00538-A|D00538-B,0.09,Low
U00539,Ahmedabad,Card,3194.72,1785.78,Zomato|Myntra|Amazon|Hotstar|Zerodha,8,20,D00539-A|D00539-B,0.16,Low
U00540,Kolkata,NetBanking,3462.17,2341.17,Zomato|BigBasket|Netflix|IRCTC|Flipkart,7,20,D00540-A|D00540-B,0.12,Medium
U00541,Delhi,NetBanking,3196.7,1052.02,Zerodha|Groww|MakeMyTrip|PhonePe|Hotstar,9,19,D00541-A|D00541-B,0.19,Medium
U00542,Mumbai,UPI,3067.57,1344.44,Paytm|Groww|Spotify|MakeMyTrip|Ola,8,19,D00542-A|D00542-B,0.03,Medium
U00543,Pune,NetBanking,387.77,191.66,Swiggy|Groww|BigBasket|Zerodha|Starbucks,8,19,D00543-A|D00543-B,0.21,Medium
U00544,Ahmedabad,UPI,2608.81,1256.0,BigBasket|Uber|Netflix|Amazon|Myntra,7,20,D00544-A|D00544-B,0.25,Medium
U00545,Kolkata,Card,3207.78,795.53,Starbucks|Ola|Swiggy|BigBasket|Hotstar,8,20,D00545-A|D00545-B,0.08,High
U00546,Bangalore,UPI,2955.1,2044.45,Swiggy|Paytm|Hotstar|Uber|Zomato,10,22,D00546-A|D00546-B,0.1,High
U00547,Chennai,UPI,4349.19,2475.81,Spotify|Zomato|Zerodha|Uber|Swiggy,10,22,D00547-A|D00547-B,0.14,Medium
U00548,Ahmedabad,Wallet,2605.05,1034.52,Myntra|Netflix|Starbucks|Swiggy|Paytm,9,23,D00548-A|D00548-B,0.23,Medium
U00549,Ahmedabad,UPI,3376.08,967.83,BookMyShow|Groww|Swiggy|PhonePe|Amazon,11,20,D00549-A|D00549-B,0.25,Low
U00550,Mumbai,Card,1392.73,843.3,Flipkart|Groww|McDonalds|Amazon|Ola,11,23,D00550-A|D00550-B,0.19,High
U00551,Kolkata,NetBanking,1969.1,412.92,Zomato|BigBasket|McDonalds|Starbucks|Flipkart,11,20,D00551-A|D00551-B,0.2,Low
U00552,Hyderabad,UPI,1544.21,909.58,Amazon|Ola|Groww|PhonePe|Zomato,9,19,D00552-A|D00552-B,0.03,Low
U00553,Kolkata,Card,2504.98,1412.55,PhonePe|MakeMyTrip|Zomato|Flipkart|Starbucks,11,20,D00553-A|D00553-B,0.25,Medium
U00554,Pune,NetBanking,3962.85,1247.71,BookMyShow|BigBasket|MakeMyTrip|Amazon|Paytm,6,19,D00554-A|D00554-B,0.06,Low
U00555,Kolkata,Wallet,4860.1,2406.35,Uber|Ola|Flipkart|BigBasket|Zerodha,7,19,D00555-A|D00555-B,0.15,Low
U00556,Delhi,NetBanking,4903.72,3287.77,Hotstar|Uber|Zomato|Netflix|McDonalds,11,23,D00556-A|D00556-B,0.17,High
U00557,Pune,UPI,718.29,176.69,Groww|Flipkart|Zomato|Amazon|IRCTC,9,20,D00557-A|D00557-B,0.13,Medium
U00558,Mumbai,Wallet,4157.64,1100.8,Hotstar|Zomato|Myntra|Paytm|Zerodha,11,20,D00558-A|D00558-B,0.13,High
U00559,Bangalore,NetBanking,2459.09,1337.69,Paytm|BookMyShow|MakeMyTrip|Flipkart|Spotify,6,20,D00559-A|D00559-B,0.11,Low
U00560,Delhi,Wallet,3556.72,2378.93,MakeMyTrip|Zerodha|Uber|Hotstar|Zomato,7,23,D00560-A|D00560-B,0.24,High
U00561,Hyderabad,UPI,3400.95,1364.34,MakeMyTrip|Myntra|IRCTC|Hotstar|McDonalds,8,22,D00561-A|D00561-B,0.09,Low
U00562,Chennai,Wallet,4077.18,1608.89,Zomato|Groww|Starbucks|Swiggy|IRCTC,7,22,D00562-A|D00562-B,0.21,Low
U00563,Chennai,Wallet,1997.07,609.65,Groww|Ola|Starbucks|Swiggy|McDonalds,6,21,D00563-A|D00563-B,0.07,High
U00564,Delhi,Wallet,778.77,377.14,Myntra|BigBasket|Starbucks|IRCTC|Amazon,10,21,D00564-A|D00564-B,0.14,Low
U00565,Ahmedabad,Card,4451.35,950.08,IRCTC|Paytm|Ola|MakeMyTrip|BigBasket,6,21,D00565-A|D00565-B,0.11,High
U00566,Hyderabad,Card,1344.02,911.07,Swiggy|PhonePe|BigBasket|Uber|Netflix,7,22,D00566-A|D00566-B,0.23,High
U00567,Chennai,UPI,1261.5,577.54,Uber|Starbucks|MakeMyTrip|Flipkart|Netflix,7,20,D00567-A|D00567-B,0.16,Medium
U00568,Chennai,Card,1690.12,634.82,Paytm|Zomato|Spotify|Starbucks|MakeMyTrip,8,20,D00568-A|D00568-B,0.12,Medium
U00569,Ahmedabad,Wallet,1912.01,1216.48,Netflix|Spotify|Starbucks|PhonePe|Uber,7,21,D00569-A|D00569-B,0.19,Low
U00570,Chennai,NetBanking,2307.5,1421.06,BigBasket|Myntra|Starbucks|Netflix|IRCTC,9,23,D00570-A|D00570-B,0.08,High
U00571,Kolkata,UPI,1602.76,392.21,Zomato|BigBasket|Amazon|Paytm|Netflix,6,22,D00571-A|D00571-B,0.11,Medium
U00572,Pune,Wallet,4600.84,1763.21,Paytm|Ola|Hotstar|McDonalds|PhonePe,10,22,D00572-A|D00572-B,0.16,Low
U00573,Delhi,Wallet,3594.56,2128.67,Hotstar|PhonePe|Netflix|Starbucks|Flipkart,7,20,D00573-A|D00573-B,0.17,Low
U00574,Bangalore,Wallet,1010.86,360.91,Groww|Hotstar|Ola|Zerodha|PhonePe,11,19,D00574-A|D00574-B,0.07,High
U00575,Delhi,UPI,3935.92,878.06,PhonePe|Ola|Hotstar|Groww|Myntra,10,22,D00575-A|D00575-B,0.06,Low
U00576,Bangalore,NetBanking,472.45,104.76,Amazon|Hotstar|Netflix|IRCTC|Swiggy,11,20,D00576-A|D00576-B,0.12,Low
U00577,Hyderabad,Card,2784.54,1523.86,Zerodha|Groww|Zomato|MakeMyTrip|Ola,7,23,D00577-A|D00577-B,0.23,Medium
U00578,Ahmedabad,Card,1227.38,565.11,Zerodha|Swiggy|Myntra|IRCTC|PhonePe,8,20,D00578-A|D00578-B,0.14,Low
U00579,Hyderabad,NetBanking,1229.37,375.31,Spotify|Swiggy|Zomato|Myntra|IRCTC,7,21,D00579-A|D00579-B,0.11,Low
U00580,Bangalore,Wallet,3223.17,1307.12,BookMyShow|Flipkart|Groww|BigBasket|Hotstar,11,23,D00580-A|D00580-B,0.24,High
U00581,Delhi,UPI,3180.32,1542.34,BookMyShow|Zomato|Netflix|Starbucks|Spotify,6,20,D00581-A|D00581-B,0.09,High
U00582,Pune,NetBanking,1198.12,646.18,McDonalds|Amazon|Starbucks|Ola|Flipkart,9,21,D00582-A|D00582-B,0.13,High
U00583,Pune,Wallet,2880.01,1369.19,Zerodha|Uber|Groww|Myntra|PhonePe,11,21,D00583-A|D00583-B,0.09,Medium
U00584,Kolkata,Card,3159.01,726.41,Paytm|Myntra|Zomato|BigBasket|Amazon,9,21,D00584-A|D00584-B,0.19,Low
U00585,Pune,UPI,2671.37,1381.73,Swiggy|Amazon|Spotify|Flipkart|Paytm,6,22,D00585-A|D00585-B,0.18,Medium
U00586,Chennai,UPI,3526.87,1657.22,Myntra|PhonePe|BookMyShow|Groww|IRCTC,10,23,D00586-A|D00586-B,0.12,High
U00587,Chennai,Card,3199.26,953.83,Paytm|BookMyShow|MakeMyTrip|Flipkart|Uber,8,23,D00587-A|D00587-B,0.21,Medium
U00588,Ahmedabad,Card,3832.04,2133.64,Hotstar|Amazon|Uber|Flipkart|Swiggy,11,19,D00588-A|D00588-B,0.09,Medium
U00589,Pune,NetBanking,2192.13,1033.83,McDonalds|BookMyShow|Zomato|Ola|Spotify,10,21,D00589-A|D00589-B,0.04,High
U00590,Kolkata,Card,2159.41,442.31,BigBasket|BookMyShow|Hotstar|Uber|McDonalds,11,19,D00590-A|D00590-B,0.05,Medium
U00591,Pune,NetBanking,4602.65,2919.4,BigBasket|Zerodha|Swiggy|Zomato|Flipkart,9,20,D00591-A|D00591-B,0.23,High
U00592,Mumbai,Card,319.88,93.71,Amazon|MakeMyTrip|Starbucks|Netflix|Uber,10,19,D00592-A|D00592-B,0.13,Low
U00593,Hyderabad,Card,591.35,385.5,Hotstar|IRCTC|Starbucks|Zomato|MakeMyTrip,9,19,D00593-A|D00593-B,0.11,High
U00594,Ahmedabad,UPI,1468.86,792.27,PhonePe|Spotify|BookMyShow|Ola|Myntra,11,21,D00594-A|D00594-B,0.04,Medium
U00595,Ahmedabad,UPI,3329.12,1286.06,BigBasket|Spotify|Netflix|McDonalds|Paytm,11,21,D00595-A|D00595-B,0.21,Low
U00596,Chennai,UPI,4155.5,1457.92,Starbucks|Groww|Netflix|BigBasket|BookMyShow,10,20,D00596-A|D00596-B,0.1,Medium
U00597,Mumbai,Wallet,337.77,88.01,McDonalds|Netflix|Hotstar|IRCTC|Flipkart,10,21,D00597-A|D00597-B,0.08,Medium
U00598,Mumbai,Wallet,4410.83,2739.95,Netflix|Myntra|MakeMyTrip|McDonalds|Ola,11,20,D00598-A|D00598-B,0.04,Low
U00599,Pune,NetBanking,1974.81,1330.78,Flipkart|Hotstar|Paytm|Zerodha|McDonalds,10,23,D00599-A|D00599-B,0.03,Medium
U00600,Delhi,UPI,2986.68,1236.61,Amazon|Zomato|Netflix|Paytm|Hotstar,11,23,D00600-A|D00600-B,0.16,Medium
U00601,Mumbai,UPI,1116.57,601.49,Zerodha|Uber|BookMyShow|Swiggy|PhonePe,8,20,D00601-A|D00601-B,0.11,High
U00602,Ahmedabad,Card,1639.6,720.29,BigBasket|Ola|MakeMyTrip|Uber|Flipkart,6,21,D00602-A|D00602-B,0.23,Low
U00603,Kolkata,Wallet,3484.45,1703.14,MakeMyTrip|IRCTC|Swiggy|Hotstar|Groww,7,19,D00603-A|D00603-B,0.08,High
U00604,Ahmedabad,NetBanking,4763.49,1800.08,Swiggy|Zomato|Ola|Uber|Spotify,11,20,D00604-A|D00604-B,0.14,High
U00605,Hyderabad,UPI,4137.2,2068.08,Swiggy|Amazon|IRCTC|Uber|Paytm,7,22,D00605-A|D00605-B,0.09,Low
U00606,Bangalore,Wallet,2016.49,915.09,Uber|Flipkart|Starbucks|BookMyShow|Zomato,7,22,D00606-A|D00606-B,0.06,Medium
U00607,Chennai,UPI,2606.18,1238.12,Hotstar|Amazon|PhonePe|Uber|Starbucks,11,20,D00607-A|D00607-B,0.04,Low
U00608,Hyderabad,Card,4204.37,2230.65,Spotify|Zomato|Flipkart|Starbucks|Amazon,11,20,D00608-A|D00608-B,0.16,Low
U00609,Pune,Card,3418.64,2163.49,Swiggy|Netflix|Uber|PhonePe|Paytm,8,23,D00609-A|D00609-B,0.19,Low
U00610,Bangalore,NetBanking,573.05,275.37,Swiggy|McDonalds|Paytm|Myntra|Zomato,7,23,D00610-A|D00610-B,0.15,High
U00611,Kolkata,UPI,1722.19,633.8,Uber|BookMyShow|McDonalds|Zerodha|BigBasket,7,22,D00611-A|D00611-B,0.03,Medium
U00612,Mumbai,NetBanking,2116.44,506.73,McDonalds|Uber|Zomato|BigBasket|Groww,8,22,D00612-A|D00612-B,0.18,High
U00613,Chennai,Card,2214.29,1461.97,BigBasket|MakeMyTrip|PhonePe|Uber|Myntra,10,20,D00613-A|D00613-B,0.15,Medium
